,a,c,e,g,i,k,l,m,n,o,p,q
124,机械战警 RoboCop,何塞·帕迪里亚,约书亚·祖特曼,乔尔·金纳曼,加里·奥德曼,迈克尔·基顿,"['动作', '科幻', '犯罪']",117分钟(美国),2014,美国, 英语,6.3
125,明日世界 Tomorrowland,布拉德·伯德,布拉德·伯德,布丽特·罗伯森,乔治·克鲁尼,拉菲·卡西迪,"['动作', '科幻', '冒险']",130分钟,2015,美国 / 西班牙, 英语 / 法语 / 日语,6.3
126,人类清除计划2：无政府状态 The Purge: Anarchy,詹姆斯·德莫纳克,詹姆斯·德莫纳克,弗兰克·格里罗,卡门·艾乔戈,扎克·吉尔福德,"['科幻', '惊悚', '犯罪']",103分钟,2014,美国 / 法国, 英语,6.3
127,特警判官 Dredd,皮特·特拉维斯,亚历克斯·嘉兰,卡尔·厄本,奥莉薇·瑟尔比,琳娜·海蒂,"['动作', '科幻', '惊悚', '犯罪']",90分钟(中国大陆),2012,英国 / 美国 / 印度 / 南非, 英语,6.3
128,星际传奇3 Riddick: Rule the Dark,大卫·杜西,大卫·杜西,范·迪塞尔,詹迪·莫拉,马特·纳夫莱,"['动作', '科幻', '惊悚']",119分钟,2013,美国 / 英国, 英语,6.3
129,九一神雕侠侣 九一神鵰俠侶,元奎,刘镇伟,刘德华,梅艳芳,郭富城,"['剧情', '动作', '爱情', '科幻', '奇幻']",92分钟,1991,香港, 粤语,6.3
130,肥佬教授 The Nutty Professor,汤姆·沙迪亚克,David Sheffield,艾迪·墨菲,贾达·萍克·史密斯,詹姆斯·柯本,"['喜剧', '爱情', '科幻']",95 分钟,1996,美国, 英语,6.3
131,黑色闪电 Черная Молния,Dmitriy Kiselev,Dmitriy Aleynikov,吉里格力·多布金,叶卡婕琳娜·维尔科娃,维克多·维尔比斯基,"['动作', '科幻', '惊悚']",106分钟,2009,俄罗斯, 俄语,6.3
132,太空异种 The Astronaut's Wife,兰德·拉维奇,兰德·拉维奇,约翰尼·德普,查理兹·塞隆,乔·莫顿,"['剧情', '科幻', '惊悚']",109分钟,1999,美国, 英语,6.3
133,科洛弗悖论 The Cloverfield Paradox,朱利叶斯·约拿,奥伦·尤济尔,古古·姆巴塔-劳,大卫·奥伊罗,丹尼尔·布鲁尔,"['科幻', '悬疑', '惊悚']",102分钟,2018,美国, 英语 / 汉语普通话,6.0
134,毁灭战士 Doom,Andrzej Bartkowiak,戴夫·卡拉汉姆,道恩·强森,卡尔·厄本,裴淳华,"['动作', '科幻', '惊悚', '恐怖', '冒险']",100 分钟,2005,英国 / 捷克 / 德国 / 美国, 英语 / 日语,6.0
135,怪兽 Monsters,加里斯·爱德华斯,加里斯·爱德华斯,惠特尼·阿贝勒,斯科特·麦克纳里,类型:,"['剧情', '爱情', '科幻']",94分钟,2010,英国, 英语 / 西班牙语,6.0
136,信号 The Signal,威廉·尤班克,卡莱尔·尤班克,帕特里克·戴维森,布伦顿·思韦茨,奥利维亚·库克,"['科幻', '惊悚']",97分钟,2014,美国, 英语,6.0
137,阿波罗18号 Apollo 18,贡萨洛·洛佩斯-加列戈,Brian Miller,沃伦·克里斯蒂,劳埃德·欧文,Ryan Robbins,"['科幻', '惊悚', '恐怖']",86分钟,2011,美国 / 加拿大, 英语,6.0
138,隔离区2：终点站 Quarantine 2: Terminal,John Pogue,John Pogue,George Back,杰森·本杰明,Jason Benjamin,"['科幻', '悬疑', '惊悚', '恐怖']",86分钟,2011,美国, 英语,6.0
139,森林深处 Into the Forest,帕特丽夏·罗兹玛,帕特丽夏·罗兹玛,艾伦·佩吉,埃文·蕾切尔·伍德,麦克思·明格拉,"['剧情', '科幻']",101分钟,2015,加拿大, 英语,6.0
140,呼吸 Dans la brume,丹尼尔·罗比,纪尧姆·勒曼,罗曼·杜里斯,欧嘉·柯瑞兰寇,芳汀·阿杜安,"['科幻', '灾难']",89分钟,2018,法国 / 加拿大, 法语 / 英语,6.0
141,致命禁闭 Detention,约瑟夫·卡安,约瑟夫·卡安,乔什·哈切森,珊莉·卡斯韦尔,史宾塞·洛克,"['喜剧', '科幻', '恐怖']",93分钟,2011,美国, 英语,6.0
142,杀人电梯 De lift,迪克·麦斯,迪克·麦斯,休伯·史塔普,维力奇·范·阿麦莱,Josine van Dalsum,"['喜剧', '科幻', '惊悚', '恐怖', '奇幻']",Argentina: 99 分钟,1983,荷兰, 荷兰语,6.0
143,超世纪战神 RA. One,安布哈雅·辛哈,David Benullo,沙鲁克·汗,卡琳娜·卡普尔,阿俊·拉姆鲍,"['动作', '科幻']",155分钟,2011,美国 / 印度, 英语 / 北印度语,6.0
144,海岸大捕怪 Grabbers,Jon Wright,Kevin Lehane,理查德·柯伊尔 Richard Coyle,拉塞尔·托维 Russell Tovey,Ruth Bradley,"['喜剧', '科幻', '惊悚', '恐怖']",94分钟,2012,英国 / 爱尔兰, 英语,6.0
145,年轻人 Young Ones,杰克·帕特洛,杰克·帕特洛,尼古拉斯·霍尔特,艾丽·范宁,迈克尔·珊农,"['剧情', '动作', '科幻']",100分钟,2014,美国, 英语,6.0
146,幽灵战队 Ghost Machine,Chris Hartwill,Sven Hughes,肖恩·法瑞斯,瑞切尔·泰勒,理查德·多默,"['动作', '科幻']",100分钟,2009,英国, 英语,6.0
147,佐伊 Zoe,德雷克·多雷穆斯,理查德·格林伯格,伊万·麦克格雷格,蕾雅·赛杜,拉什达·琼斯,"['爱情', '科幻']",104分钟,2018,美国, 英语,6.0
148,战神阿瑞斯 Arès,让-帕特里克·贝内斯,让-帕特里克·贝内斯,奥拉·拉佩斯,米沙·莱斯科特,蒂埃里·汉西斯,"['剧情', '科幻', '惊悚']",80分钟,2016,法国, 法语,6.0
149,生化危机5：惩罚 Resident Evil: Retribution,保罗·安德森,保罗·安德森,米拉·乔沃维奇,米歇尔·罗德里格兹,西耶娜·盖尔利,"['动作', '科幻', '恐怖']",96分钟,2012,德国 / 加拿大 / 美国 / 法国, 英语,5.9
150,饥饿游戏3：嘲笑鸟(上) The Hunger Games: Mockingjay - Part 1,弗朗西斯·劳伦斯,丹尼·斯特朗,詹妮弗·劳伦斯,乔什·哈切森,利亚姆·海姆斯沃斯,"['动作', '科幻', '冒险']",123分钟,2014,美国, 英语,5.9
151,重返地球 After Earth,M·奈特·沙马兰,加里·维塔,威尔·史密斯,贾登·史密斯,佐伊·克罗维兹,"['动作', '科幻', '冒险']",100分钟,2013,美国, 英语,5.5
152,人兽杂交 Splice,文森佐·纳塔利,文森佐·纳塔利,艾德里安·布洛迪,萨拉·波莉,德尔菲娜·尚内亚克,"['剧情', '科幻', '惊悚']",104 分钟,2009,加拿大 / 法国 / 美国, 英语,5.5
153,缩小人生 Downsizing,亚历山大·佩恩,亚历山大·佩恩,马特·达蒙,克里斯托弗·沃尔兹,周洪,"['剧情', '喜剧', '科幻']",135分钟,2017,美国, 英语,5.5
154,人类削减计划 The Thinning,迈克尔·J·格拉赫,迈克尔·J·格拉赫,罗根·保罗,佩顿·李斯特,莉亚·玛瑞·约翰逊,"['科幻', '惊悚']",81分钟,2016,美国, 英语,5.5
155,超能游戏者 Геймеры. В поисках цели,保罗·萨纳耶夫,保罗·萨纳耶夫,亚力克萨·巴杜科夫,谢尔盖·布鲁诺夫,阿格尼娅·蒂科夫斯特,"['动作', '科幻', '恐怖', '犯罪', '冒险']",90分钟,2009,俄罗斯, 俄语,5.5
156,末世殖民地 The Colony,杰夫·兰弗洛,Patrick Tarr,劳伦斯·菲什伯恩,凯文·席格斯,比尔·帕克斯顿,"['动作', '科幻', '惊悚', '灾难']",95分钟,2013,加拿大, 英语,5.5
157,极爆少年 Turbo Kid,弗朗索瓦·西玛德,弗朗索瓦·西玛德,迈克尔·艾恩塞德,Munro Chambers,Aaron Jeffery,"['动作', '科幻', '恐怖']",90分钟,2015,新西兰 / 加拿大, 英语,5.5
158,白日末路 Daylight's End,威廉·考夫曼,查德·洛,强尼·斯特朗,兰斯·亨利克森,路易·曼迪勒,"['动作', '科幻', '恐怖']",105分钟(美国),2015,美国, 英语,5.5
159,再造战士2：反攻时刻 Universal Soldier: The Return,Mic Rodgers,Christopher Leitch,Jean-Claude Van Damme,类型:,动作,"['动作', '科幻']",83 分钟,1999,美国, 英语,5.5
160,僵尸小屁孩 Cooties,乔纳森·米洛特,伊安·布瑞南,伊莱贾·伍德,艾丽森·皮尔,雷恩·威尔森,"['喜剧', '动作', '科幻', '恐怖']",88分钟,2014,美国, 英语,5.5
161,穿越 The Beyond,哈斯拉夫·杜卢尔,哈斯拉夫·杜卢尔,大卫·拜利,简·佩里,科莎·恩格勒,"['科幻', '惊悚']",103分钟,2017,英国, 英语,5.5
162,太阳 太陽,入江悠,入江悠,神木隆之介,门胁麦,古川雄辉,['科幻'],129分钟,2016,日本, 日语,5.5
163,第三波 The Cured,David Freyne,David Freyne,艾伦·佩吉,汤姆-沃恩-劳勒,山姆·基利,"['科幻', '恐怖']",95分钟,2017,爱尔兰, 英语,5.5
164,末日流星 Meteor: Path to Destruction,Ernie Barbarash,Alex Greenfield,Christopher Lloyd,Jimmy 'Jax' Pinchak,Stacy Keach,"['剧情', '动作', '科幻']",240分钟,2009,USA, English,5.5
165,人间兵器 Paragraph 78,Mikhail Khleborodov,Yuri Kutsenko,Yuri Kutsenko,Gosha Kutsenko,弗拉季米尔·弗多维琴科夫,"['动作', '科幻', '惊悚']",Greece: 95 分钟,2007,俄罗斯, 俄语,5.5
166,奥德赛：海神的诅咒 Odysseus and the Isle of the Mists,Terry Ingram,Brook Durham,阿诺德·沃斯洛,迈克·安东纳科斯,斯蒂夫·巴西奇,"['科幻', '奇幻']",88 分钟,2008,英国 / 罗马尼亚 / 加拿大, 英语,5.5
167,木星上行 Jupiter Ascending,莉莉·沃卓斯基,莉莉·沃卓斯基,查宁·塔图姆,米拉·库尼斯,肖恩·宾,"['动作', '科幻', '冒险']",126分钟(中国大陆),2015,美国 / 英国, 英语 / 俄语,5.4
168,致命紫罗兰 Ultraviolet,科特·维莫,科特·维莫,米拉·乔沃维奇,卡梅隆·布莱特,威廉·菲德内尔,"['动作', '科幻']",88 分钟,2006,美国, 英语,5.4
169,至暗之时 The Darkest Hour,克里斯·格拉克,乔·斯派茨,埃米尔·赫斯基,奥莉薇·瑟尔比,麦克思·明格拉,"['剧情', '动作', '科幻', '惊悚']",89分钟,2011,美国, 英语 / 俄语,5.4
170,异种 3 Species III,Brad Turner,Ben Ripley,Robin Dunne,Robert Knepper,Sunny Mabrey,"['科幻', '惊悚', '恐怖']",111 分钟,2004,美国, 英语,5.4
171,少女地球守护者 IO,乔纳森·赫尔伯特,克雷·杰特,玛格丽特·库里,安东尼·麦凯,丹尼·赫斯顿,['科幻'],96分钟,2019,美国, 英语,4.8
172,登入火星 Approaching the Unknown,Mark Elijah Rosenberg,Mark Elijah Rosenberg,桑娜·莱瑟,马克·斯特朗,查尔斯·贝克,"['剧情', '科幻', '惊悚']",90分钟,2016,美国, 英语,4.8
173,超能游戏者2 На игре 2. Новый уровень,保罗·萨纳耶夫,Aleksandr Chubaryan,亚力克萨·巴杜科夫,阿格尼娅·蒂科夫斯特,谢尔盖·布鲁诺夫 Sergei Burunov,"['动作', '科幻', '恐怖', '犯罪', '冒险']",86分钟,2010,俄罗斯, 俄语,4.8
174,航时凶间 The Diabolical,Alistair Legrand,Alistair Legrand,艾丽·拉特,梅林·邓盖,派特里克·费斯克勒,"['科幻', '惊悚', '恐怖']",86分钟,2015,美国, 英语,4.8
175,活死人归来4 Return of the Living Dead 4: Necropolis,埃洛瑞·埃卡伊姆,William Butler,Aimee-Lynn Chadwick,Cory Hardrict,John Keefe,"['喜剧', '科幻', '恐怖']",88分钟,2005,美国, 英语,4.8
176,突变异种 Mutants,David Morlet,David Morlet,Hélène de Fougerolles,Francis Renaud,Dida Diafat,"['剧情', '科幻', '恐怖']",Germany: 95 分钟(European Film Market),2009,法国, 法语,4.8
177,等待指示 Await Further Instructions,Johnny Kevorkian,Gavin Williams,大卫·布拉德利,Abigail Cruttenden,Neerja Naik,"['科幻', '悬疑', '恐怖']",91分钟,2017,英国, 英语,4.8
178,机器之血,张立嘉,张立嘉,成龙,罗志祥,欧阳娜娜,"['剧情', '动作', '科幻']",110分钟,2017,中国大陆, 汉语普通话,4.7
179,第五波 The 5th Wave,J·布莱克森,苏珊娜·格兰特,科洛·莫瑞兹,尼克·罗宾森,朗·里维斯顿,"['动作', '科幻', '惊悚', '冒险']",112分钟,2016,美国, 英语,4.7
180,铁拳 Tekken,德怀特·H·里特,Alan B. McElroy,鲁克·高斯,田川洋行,约翰·芬,"['剧情', '动作', '科幻', '冒险']",USA: 92 分钟,2010,日本 / 美国, 汉语普通话 / 日语 / 英语,4.7
181,魔比斯环 Thru the Moebius Strip,格兰·枈卡,吉姆·考克斯,乔纳森·泰勒·托马斯,克里斯·马奎特,马克·哈米尔,"['科幻', '动画', '冒险']",89分钟,2005,中国大陆 / 美国, 英语,4.7
182,病毒 Viral,亨利·朱斯特,巴尔巴拉·马歇尔,索菲亚·布莱克-德埃利亚,安娜丽·提普顿,特拉维斯·托普,"['剧情', '科幻', '恐怖']",85分钟,2016,美国, 英语,4.7
183,流浪者年代记 ストレイヤーズ・クロニクル,濑濑敬久,喜安浩平,冈田将生,染谷将太,成海璃子,"['动作', '科幻', '惊悚']",126分钟,2015,日本, 日语,4.7
184,零号病人 Patient Zero,斯戴芬·卢佐维茨基,Mike Le,娜塔莉·多默尔,马特·史密斯,克莱夫·斯坦登,"['动作', '科幻', '恐怖']",93分钟,2018,英国, 英语,4.7
185,2036来历不明 2036 Origin Unknown,Hasraf Dulull,Gary Hall,凯缇·萨克霍夫,雷·费隆,朱莉·考科斯,"['科幻', '惊悚']",94分钟,2017,英国, 英语,4.7
186,新活死人之夜 Night of the Living Dead 3D,杰夫·布罗德史崔特,乔治·A·罗梅罗,布兰娜·布朗,Sid Haig,Joshua DesRoches,"['喜剧', '科幻', '恐怖', '冒险']",80 分钟,2006,美国, 英语,4.7
187,蝙蝠侠：黑暗骑士崛起 The Dark Knight Rises,克里斯托弗·诺兰,大卫·S·高耶,克里斯蒂安·贝尔,汤姆·哈迪,安妮·海瑟薇,"['剧情', '动作', '科幻', '惊悚', '犯罪']",165分钟,2012,美国 / 英国, 英语 / 阿拉伯语,8.7
188,蜘蛛侠：平行宇宙 Spider-Man: Into the Spider-Verse,鲍勃·佩尔西凯蒂,菲尔·罗德,沙梅克·摩尔,杰克·约翰逊,海莉·斯坦菲尔德,"['动作', '科幻', '动画', '冒险']",116分钟(中国大陆),2018,美国, 英语 / 西班牙语,8.7
189,2001太空漫游 2001: A Space Odyssey,斯坦利·库布里克,亚瑟·克拉克,凯尔·杜拉,加里·洛克伍德,威廉姆·西尔维斯特,"['科幻', '惊悚', '冒险']",149分钟,1968,英国 / 美国, 英语 / 俄语,8.7
190,潜行者 Сталкер,安德烈·塔可夫斯基,安德烈·塔可夫斯基,亚历山大·凯伊达诺夫斯基,阿丽萨·弗雷因德利赫,安纳托利·索洛尼岑,"['剧情', '科幻', '悬疑']",163 分钟,1979,苏联, 俄语,8.7
191,原始星球 La planète sauvage,阿内·拉鲁,斯蒂凡·乌尔,Jennifer Drake,Eric Baugin,让·托帕尔,"['科幻', '动画']",72 分钟,1973,法国 / 捷克斯洛伐克, 法语,8.7
192,她的回忆 彼女の想いで,森本晃司,今敏,山寺宏一,类型:,科幻,"['科幻', '动画', '冒险']",44分钟,1995,日本, 日语,8.7
193,别了武器 武器よさらば,カトキハジメ,カトキハジメ,二又一成,檀臣幸,牛山茂,"['科幻', '战争']",23分钟,2013,日本, 日语,8.7
194,超能陆战队 Big Hero 6,唐·霍尔,乔丹·罗伯茨,斯科特·安第斯,瑞恩·波特,丹尼尔·海尼,"['喜剧', '动作', '科幻', '动画', '冒险']",102分钟,2014,美国, 英语,8.6
195,疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road,乔治·米勒,乔治·米勒,汤姆·哈迪,查理兹·塞隆,尼古拉斯·霍尔特,"['动作', '科幻', '冒险']",120分钟,2015,澳大利亚 / 美国, 英语,8.6
196,穿越时空的少女 時をかける少女,细田守,奥寺佐渡子,仲里依纱,石田卓也,板仓光隆,"['剧情', '爱情', '科幻', '动画']",98分钟,2006,日本, 日语,8.6
197,黑客帝国3：矩阵革命 The Matrix Revolutions,莉莉·沃卓斯基,莉莉·沃卓斯基,基努·里维斯,劳伦斯·菲什伯恩,凯瑞-安·莫斯,"['动作', '科幻']",129 分钟,2003,美国 / 澳大利亚, 英语 / 法语,8.6
198,终结者2：审判日 Terminator 2: Judgment Day,詹姆斯·卡梅隆,詹姆斯·卡梅隆,阿诺·施瓦辛格,琳达·汉密尔顿,爱德华·福隆,"['动作', '科幻']",137分钟,1991,美国 / 法国, 英语 / 西班牙语,8.6
199,回到未来 Back to the Future,罗伯特·泽米吉斯,罗伯特·泽米吉斯,迈克尔·J·福克斯,克里斯托弗·洛伊德,莉·汤普森,"['喜剧', '科幻', '冒险']",116分钟,1985,美国, 英语,8.6
200,钢铁巨人 The Iron Giant,布拉德·伯德,蒂姆·麦肯莱斯,艾力·马伦斯奥,范·迪塞尔,小哈里·康尼克,"['喜剧', '科幻', '动画', '冒险']",86分钟,1999,美国, 英语,8.6
201,人狼,冲浦启之,押井守,藤木义胜,武藤寿美,木下浩之,"['科幻', '动画']",102 分钟,1999,日本, 日语,8.6
202,霹雳五号 Short Circuit,约翰·班德汉姆,S·S·威尔逊,艾丽·西蒂,斯蒂夫·古根伯格,费舍·史蒂芬斯,"['喜剧', '科幻', '家庭']",98 分钟,1986,美国, 英语,8.6
203,落叶 Dead Leaves,今石洋之,本田武市,山口胜平,本田贵子,水谷优子,"['喜剧', '动作', '科幻', '动画', '冒险']",USA: 55 分钟(original version),2004,日本, 日语,8.6
204,神秘博士：博士之时 Doctor Who: The Time of the Doctor,Jamie Payne,史蒂文·莫法特,马特·史密斯,彼得·卡帕尔迪,珍娜·科尔曼,['科幻'],71分钟,2013,英国, 英语,8.6
205,我是传奇 I Am Legend,弗朗西斯·劳伦斯,马克·波托塞维奇,威尔·史密斯,艾莉丝·布拉加,Charlie Tahan,"['剧情', '科幻', '恐怖']",101分钟,2007,美国, 英语,8.0
206,黑衣人 Men in Black,巴里·索南菲尔德,艾德·索罗门,威尔·史密斯,汤米·李·琼斯,琳达·费奥伦蒂诺,"['喜剧', '动作', '科幻']",98分钟,1997,美国, 英语 / 西班牙语,8.0
207,独立日 Independence Day,罗兰·艾默里奇,罗兰·艾默里奇,威尔·史密斯,比尔·普尔曼,杰夫·高布伦,"['动作', '科幻', '冒险', '灾难']",145分钟,1996,美国, 英语,8.0
208,大逃杀 バトル・ロワイアル,深作欣二,深作健太,北野武,藤原龙也,山本太郎,"['剧情', '科幻', '惊悚']",114分钟,2000,日本, 日语,8.0
209,终结者 The Terminator,詹姆斯·卡梅隆,詹姆斯·卡梅隆,阿诺·施瓦辛格,迈克尔·比恩,琳达·汉密尔顿,"['动作', '科幻', '惊悚']",107分钟,1984,美国 / 英国, 英语 / 西班牙语,8.0
210,异形2 Aliens,詹姆斯·卡梅隆,詹姆斯·卡梅隆,西格妮·韦弗,凯莉·赫恩,迈克尔·比恩,"['动作', '科幻', '恐怖']",137分钟,1986,美国 / 英国, 英语,8.0
211,深渊 The Abyss,詹姆斯·卡梅隆,詹姆斯·卡梅隆,艾德·哈里斯,玛丽·伊丽莎白·马斯特兰托尼奥,迈克尔·比恩,"['剧情', '科幻', '惊悚', '冒险']",138 分钟,1989,美国, 英语,8.0
212,夏日时光机 サマータイムマシン・ブルース,本广克行,上田诚,瑛太,上野树里,与座嘉秋,"['喜剧', '科幻']",107分钟,2005,日本, 日语,8.0
213,童梦失魂夜 La cité des enfants perdus,马克·卡罗,吉勒·阿德里安,朗·普尔曼,丹尼尔·埃米尔福克,嘉蒂斯·维泰特,"['科幻', '奇幻']",112 分钟,1995,法国 / 德国 / 西班牙, 法语 / 粤语,8.0
214,天使之卵 天使のたまご,押井守,押井守,根津甚八,兵藤真子,野田圭一 Keiichi Noda,"['科幻', '动画', '悬疑']",71分钟,1985,日本, 日语,8.0
215,飞出个未来大电影3：班德的游戏 Futurama: Bender's Game,Dwayne Carey-Hill,马特·格罗宁,比利·维斯特,凯特蕾·萨加尔,约翰·迪·玛吉欧,"['喜剧', '动作', '科幻', '动画', '奇幻', '冒险']",88 分钟,2008,美国, 英语,8.0
216,来临 The Arrival,戴维·施莫勒,Kevin Daniel Ljoka,约翰·萨克松,Joseph Culp,Robin Frates,"['科幻', '恐怖']",Canada: 103 分钟,1991,美国, 英语,8.0
217,阿阿奇与西西帕克 아치와 씨팍,赵范镇,赵范镇,柳昇范,任昌丁,玄英,"['喜剧', '动作', '科幻', '动画']",90分钟,2006,韩国, 韩语,8.0
218,甘达星人 Gandahar,阿内·拉鲁,René Laloux,Pierre-Marie Escourrou,Catherine Chevallier,Georges Wilson,"['科幻', '动画', '奇幻', '冒险']",USA: 83 分钟,1988,法国, 法语,8.0
219,西部牛仔太空歌舞剧 Stingray Sam,Cory McAbee,Cory McAbee,Ron Crawford,Michael De Nola,大卫·海德·皮尔斯,"['喜剧', '科幻', '歌舞', '西部']",61 分钟,2009,美国, 英语,8.0
220,美国队长2 Captain America: The Winter Soldier,安东尼·罗素,克里斯托弗·马库斯,克里斯·埃文斯,斯嘉丽·约翰逊,塞巴斯蒂安·斯坦,"['动作', '科幻', '冒险']",136分钟,2014,美国, 英语 / 法语,7.9
221,迷雾 The Mist,弗兰克·德拉邦特,弗兰克·德拉邦特,托马斯·简,马西娅·盖伊·哈登,劳瑞·侯登,"['科幻', '惊悚', '恐怖']",126分钟,2007,美国, 英语,7.9
