,a,c,e,g,i,k,l,m,n,o,p,q
802,阿凡提,肖朗,王玉胡,吐依贡·阿合买德,古扎丽努尔,沙甫尔,['喜剧'],96分钟,1979,中国大陆, 汉语普通话,7.6
803,季风婚宴 Monsoon Wedding,米拉·奈尔,萨布里纳·德霍万,纳萨鲁丁·沙,莉蕾特·杜贝,莎法莉·什提,"['剧情', '喜剧', '爱情']",114 分钟,2001,印度 / 美国 / 法国 / 意大利 / 德国, 英语 / 北印度语 / 旁遮普语 / 乌尔都语,7.6
804,黄金时代 L'âge d'or,路易斯·布努埃尔,路易斯·布努埃尔,加斯东·莫多,莱雅·赖斯,类型:,['喜剧'],60 分钟,1930,法国, 法语,7.6
805,新科学怪人 Young Frankenstein,梅尔·布鲁克斯,吉恩·怀尔德,吉恩·怀尔德,彼得·博伊尔,马蒂·费德曼,"['喜剧', '科幻']",106 分钟,1974,美国, 英语 / 德语,7.6
806,少年托洛茨基 The Trotsky,雅各布·提尔尼,雅各布·提尔尼,杰伊·巴鲁切尔,埃米丽·汉普希尔,莲妮·芭拉班,['喜剧'],120 分钟,2009,加拿大, 英语,7.6
807,瘪四与大头蛋 Beavis and Butt-Head Do America,迈克·乔吉,迈克·乔吉,迈克·乔吉,布鲁斯·威利斯,黛米·摩尔,"['喜剧', '动画', '犯罪', '冒险']",81 分钟,1996,美国, 英语,7.6
808,摇摆少女 スウィングガールズ,矢口史靖,矢口史靖,上野树里,平冈祐太,贯地谷栞,"['剧情', '喜剧', '音乐']",105分钟,2004,日本, 日语,8.3
809,猛龙过江 猛龍過江,李小龙,李小龙,李小龙,苗可秀,罗礼士,"['剧情', '喜剧', '动作', '惊悚', '犯罪']",100 分钟,1972,香港, 汉语普通话 / 粤语 / 英语 / 意大利语,8.3
810,魔幻时刻 ザ・マジックアワー,三谷幸喜,三谷幸喜,佐藤浩市,妻夫木聪,深津绘里,['喜剧'],136分钟,2008,日本, 日语,8.3
811,曼哈顿 Manhattan,伍迪·艾伦,马歇尔·布瑞克曼,黛安·基顿,梅丽尔·斯特里普,伍迪·艾伦,"['剧情', '喜剧', '爱情']",96 分钟,1979,美国, 英语,8.3
812,地球之夜 Night on Earth,吉姆·贾木许,吉姆·贾木许,吉娜·罗兰兹,薇诺娜·瑞德,阿明·缪勒-斯塔尔,"['剧情', '喜剧']",129 分钟,1991,法国 / 英国 / 德国 / 美国 / 日本, 英语 / 法语 / 意大利语 / 德语 / 芬兰语,8.3
813,骄傲 Pride,马修·沃楚斯,史蒂文·贝雷斯福德,本·施耐泽,乔治·麦凯,帕迪·康斯戴恩,"['剧情', '喜剧', '同性', '历史']",120分钟,2014,英国, 英语,8.3
814,印式英语 English Vinglish,高里·辛蒂,高里·辛蒂,希里黛玉,阿迪勒·侯赛因,梅迪·内博,"['剧情', '喜剧', '家庭']",133分钟,2012,印度, 印地语 / 英语 / 法语 / 泰米尔语 / 泰卢固语,8.3
815,狂人皮埃罗 Pierrot le fou,让-吕克·戈达尔,让-吕克·戈达尔,让-保罗·贝尔蒙多,安娜·卡里娜,贾泽拉·加瓦尼,"['剧情', '喜剧', '爱情', '歌舞', '犯罪']",110分钟,1965,法国 / 意大利, 法语 / 英语 / 意大利语,8.3
816,我曾侍候过英国国王 Obsluhoval jsem anglického krále,伊利·曼佐,伊利·曼佐,伊万·博尔内夫,奥德里奇•凯瑟,尤莉亚·延奇,"['剧情', '喜剧', '爱情', '战争']",120 分钟,2006,捷克 / 斯洛伐克, 捷克语 / 德语,8.3
817,冥王星早餐 Breakfast on Pluto,尼尔·乔丹,尼尔·乔丹,基里安·墨菲,摩根·琼斯,伊娃·柏西斯托,"['剧情', '喜剧']",128 分钟,2005,爱尔兰 / 英国, 英语,8.3
818,巴菲的奇妙命运 Barfi!,阿努拉格·巴苏,阿努拉格·巴苏,佩丽冉卡·曹帕拉,兰比尔·卡普尔,伊利亚娜·狄克鲁兹,"['剧情', '喜剧', '爱情']",151分钟,2012,印度, 英语 / 印地语,8.3
819,愈爱愈美丽 Beautiful Thing,希提·麦克唐纳,乔纳森·哈维,林达亨利,格伦·贝里,斯考特·尼尔,"['剧情', '喜剧', '爱情', '同性']",90 分钟,1996,英国, 英语,8.3
820,春天的故事 Conte de printemps,埃里克·侯麦,埃里克·侯麦,Anne Teyssèdre,休格·奎斯特,Florence Darel,"['剧情', '喜剧', '爱情']",108 分钟,1990,法国, 法语,8.3
821,奏鸣曲 ソナチネ,北野武,北野武,北野武,国舞亚矢,渡边哲,"['喜剧', '动作', '犯罪']",94 分钟,1993,日本, 日语,8.3
822,黑炮事件,黄建新,李唯,刘子枫,高明,盖尔哈德·奥尔谢夫斯基,['喜剧'],95分钟,1985,中国大陆, 汉语普通话 / 德语,8.3
823,小孩不笨2,梁智强,梁智强,梁智强,向云,黄奕良,"['剧情', '喜剧', '家庭']",124 分钟,2006,新加坡, 汉语普通话 / 英语 / 闽南语,8.3
824,行走距离 Distancias cortas,亚历山卓·古兹曼·阿尔瓦雷斯,伊策尔·拉腊,卢卡·奥尔特加,毛里齐奥·艾萨克,约耳·菲格罗阿,"['剧情', '喜剧']",104分钟,2015,墨西哥, 西班牙语,8.3
825,遇人不熟 運命じゃない人,内田贤治,内田贤治,中村靖日,山中聪,板谷由夏,"['剧情', '喜剧', '爱情']",98分钟,2005,日本, 日语,8.3
826,人约巴黎 Les rendez-vous de Paris,埃里克·侯麦,埃里克·侯麦,Clara Bellar,Antoine Basler,Mathias Mégard,"['喜剧', '爱情']",94 分钟,1995,法国, 法语,7.9
827,爱情狂奔 L'amour en fuite,弗朗索瓦·特吕弗,弗朗索瓦·特吕弗,让-皮埃尔·利奥德,玛丽-弗朗丝·皮西尔,克洛德·雅德,"['剧情', '喜剧', '爱情']",94 分钟,1979,法国, 法语,7.9
828,赤足情缘 Barfuss,蒂尔·施威格,蒂尔·施威格,蒂尔·施威格,约翰娜·沃卡莱克,类型:,"['剧情', '喜剧', '爱情']",118 分钟,2005,德国, 德语,7.9
829,王中王 L'as des as,热拉尔·乌里,达妮埃尔·汤普森,让-保罗·贝尔蒙多,玛丽-弗朗丝·皮西尔,拉奇德·弗莱奇,"['喜剧', '冒险', '运动']",100 分钟,1982,法国 / 西德, 德语 / 法语,7.9
830,24小时狂欢派对 24 Hour Party People,迈克尔·温特伯顿,Frank Cottrell Boyce,史蒂夫·库根,连尼·詹姆斯,John Thomson,"['剧情', '喜剧', '音乐', '传记']",117 分钟,2002,英国, 英语,7.9
831,疯狂的贵族 La folie des grandeurs,热拉尔·乌里,热拉尔·乌里,路易·德·菲奈斯,伊夫·蒙当,爱丽丝·萨卜特叙,"['喜剧', '历史']",108分钟(法国),1971,法国 / 西班牙 / 意大利 / 西德, 法语 / 德语,7.9
832,欢迎到南方 Benvenuti al Sud,Luca Miniero,丹尼·伯恩,Claudio Bisio,Angela Finocchiaro,Valentina Lodovini,['喜剧'],102分钟,2010,意大利, 意大利语,7.9
833,爱情有什么道理 The Thing Called Love,彼得·博格丹诺维奇,Carol Heikkinen,瑞凡·菲尼克斯,萨曼莎·玛西丝,德蒙特·莫罗尼,"['剧情', '喜剧', '爱情', '音乐']",116 分钟,1993,美国, 英语,7.9
834,金花鼠：遇见狼人 Alvin and the Chipmunks Meet the Wolfman,Kathi Castillo,小罗斯·巴达塞里安,小罗斯·巴达塞里安,珍妮丝·卡门,伊丽莎白·戴利,"['喜剧', '动画', '恐怖', '歌舞', '家庭', '奇幻']",77分钟,2000,美国, 英语,7.9
835,午夜之后狂恋 Dopo mezzanotte,Davide Ferrario,Francesca Inaudi,Francesca Inaudi,Giorgio Pasotti,Fabio Troiano,"['喜剧', '爱情']",92 分钟,2004,意大利, 意大利语,7.9
836,沙甸鱼杀人事件 沙甸魚殺人事件,赵崇基 (Sung Kee Chiu),陈锦昌（Kam Cheong Chan）,黄子华,廖啟智,陳佩珊,"['剧情', '喜剧']",105 分钟,1994,香港, 粤语,7.9
837,扎齐坐地铁 Zazie dans le métro,路易·马勒,雷蒙·格诺,凯瑟琳·德蒙吉奥,菲利普·努瓦雷,于贝尔·德尚,"['喜剧', '奇幻']",89分钟,1960,法国 / 意大利, 法语,7.9
838,迪兹先生进城 Mr. Deeds Goes to Town,弗兰克·卡普拉,罗伯特·里斯金,加里·库珀,琪恩·亚瑟,乔治·班克罗夫特,"['喜剧', '爱情']",115 分钟,1936,美国, 英语,7.9
839,女大不中留 Hobson's Choice,大卫·里恩,温亚德·布朗,查尔斯·劳顿,约翰·米尔斯,布伦达·德·班泽,"['剧情', '喜剧', '爱情']",107 分钟,1954,英国, 英语,7.9
840,桥上的女孩 La fille sur le pont,帕特里斯·勒孔特,Serge Frydman,丹尼尔·奥特伊,凡妮莎·帕拉迪丝,Frédéric Pfluger,"['剧情', '喜剧', '爱情']",90 分钟,1999,法国, 法语 / 意大利语,7.9
841,圣诞树 Ёлки,提莫·贝克曼贝托夫,Dmitriy Aleynikov,Dmitry Medvedev,Alina Bulynko,Sergey Pokhodaev,['喜剧'],90分钟,2010,俄罗斯, 俄语,7.9
842,我的少女时代 我的少女時代,陈玉珊,曾咏婷,宋芸桦,王大陆,李玉玺,"['喜剧', '爱情']",134分钟,2015,台湾, 汉语普通话,7.8
843,大护法,不思凡,不思凡,小连杀,图特哈蒙,金士杰,"['喜剧', '动画', '奇幻', '冒险']",95分钟,2017,中国大陆, 汉语普通话,7.8
844,滑稽时代,吴宇森,吴宇森,李海生,麦嘉,石天,"['剧情', '喜剧', '动作', '家庭']",94 分钟(台湾),1980,香港 / 台湾, 粤语 / 汉语普通话,7.6
845,爱情最终剪：女士们先生们 Final Cut: Hölgyeim és uraim,乔治·巴勒菲,乔治·巴勒菲,碧姬·芭铎,阿兰·德龙,布鲁诺·甘茨,"['剧情', '喜剧', '爱情']",84分钟,2012,匈牙利, 汉语普通话 / 英语 / 德语 / 法语 / 匈牙利语,7.6
846,斗牛士 Matador,佩德罗·阿莫多瓦,佩德罗·阿莫多瓦,阿松波塔·塞尔纳,安东尼奥·班德拉斯,纳乔·马丁内斯,"['剧情', '喜剧', '惊悚']",110 分钟,1986,西班牙, 西班牙语,7.6
847,床垫里的百万欧元 Life's a Breeze,兰斯·戴利,兰斯·戴利,菲奥纽拉·弗拉纳根,布莱恩·格里森,伊娃·柏西斯托,"['剧情', '喜剧']",83分钟,2013,爱尔兰 / 瑞典, 英语,7.6
848,春光奏鸣曲 Impromptu,James Lapine,萨拉·科诺辰,朱迪·戴维斯,休·格兰特,曼迪·帕廷金,"['喜剧', '爱情', '音乐']",107 分钟,1991,英国 / 法国, 英语,7.6
849,走过冬季 Winter Passing,亚当·拉普,Adam Rapp,佐伊·丹斯切尔,达雷尔·拉森,约翰·贝德福德·劳埃德,"['剧情', '喜剧']",98分钟,2005,美国, 英语,7.6
850,101忠狗续集：伦敦大冒险 101 Dalmatians II: Patch's London Adventure,金·加姆洛德,金·加姆洛德,巴比·洛克伍德,巴瑞·波斯威克,萨缪尔·韦斯特,"['喜剧', '动画', '家庭', '冒险']",74分钟,2003,美国, 英语,7.6
851,摇滚巨星 Rock Star,斯蒂芬·赫瑞克,约翰·斯托克韦尔,马克·沃尔伯格,詹妮弗·安妮斯顿,杰森·弗莱明,"['剧情', '喜剧', '音乐']",105 分钟,2001,美国, 英语,7.6
852,罗拉 Lola,赖纳·维尔纳·法斯宾德,赖纳·维尔纳·法斯宾德,巴巴拉·苏科瓦,阿明·缪勒-斯塔尔,马里奥·阿多夫,"['剧情', '喜剧']",113 分钟,1981,原西德, 德语,7.6
853,达尔文奖 The Darwin Awards,Finn Taylor,Finn Taylor,约瑟夫·费因斯 Joseph Fiennes,薇诺娜·瑞德 Winona Ryder,大卫·阿奎特,"['喜剧', '爱情', '冒险']",USA: 94 分钟(DVD version),2006,美国, 英语,7.6
854,丹尼玫瑰 Broadway Danny Rose,伍迪·艾伦,伍迪·艾伦,米亚·法罗,伍迪·艾伦,尼克·阿波罗·福特,['喜剧'],84 分钟,1984,美国, 英语 / 意大利语 / 意第绪语,7.6
855,莫扎特和鲸鱼 mozart and the whale,彼特·纳斯,罗纳德·巴斯,乔什·哈奈特,拉达·米切尔,盖瑞·科尔,"['剧情', '喜剧', '爱情']",Netherlands: 92 分钟,2005,美国, 英语,7.6
856,都市浪人 Slacker,理查德·林克莱特,理查德·林克莱特,理查德·林克莱特,Rudy Basquez,Jean Caffeine,"['剧情', '喜剧']",97 分钟,1991,美国, 英语,7.6
857,警察在纽约 Le gendarme à New York,让·吉罗,雅克·维尔弗里德,路易·德·菲奈斯,米歇尔·加拉布吕,克里斯蒂安·马兰,['喜剧'],100分钟,1965,法国 / 意大利, 法语 / 英语,7.6
858,B420,邓汉强,邓汉强,杨爱瑾,李灿森,洪展明,"['剧情', '喜剧']",85分钟,2005,香港, 粤语,7.6
859,我的黑历史误答笔记 나의 흑역사 오답노트,黄昇基,裴秀英,全昭旻,朴成勋,吴东旻,"['喜剧', '爱情']",60分钟,2018,韩国, 韩语,7.6
860,女人的烦恼 Female Trouble,约翰·沃特斯,约翰·沃特斯,迪韦恩,大卫·劳克里,玛丽·薇薇安·皮尔斯,"['喜剧', '犯罪']",89 分钟,1974,美国, 英语,7.6
861,女人城 La città delle donne,费德里科·费里尼,贝纳迪诺·扎波尼,马塞洛·马斯楚安尼,安娜·普鲁克瑙,Bernice Stegers,"['剧情', '喜剧']",139 分钟,1980,意大利 / 法国, 意大利语,7.6
862,如果我们生活在一起 Et si on vivait tous ensemble?,Stéphane Robelin,Stéphane Robelin,Guy Bedos,丹尼尔·布鲁尔,Philippe Chaine,['喜剧'],96分钟,2011,法国 / 德国, 法语,7.6
863,美食家 L'aile ou la cuisse,克洛德·齐迪,克洛德·齐迪,路易·德·菲奈斯,科鲁彻,克洛德·让萨克,['喜剧'],104 分钟,1976,法国, 法语,8.3
864,世界奇妙物语 电影特别篇 世にも奇妙な物語 映画の特別編,小椋久雄,相泽友子,中井贵一,山本耕史,柏原崇,"['喜剧', '爱情', '恐怖', '奇幻']",126 分钟,2000,日本, 日语 / 英语 / 法语,8.3
865,人生七部曲 The Meaning of Life,特瑞·琼斯,格雷厄姆·查普曼,格雷厄姆·查普曼,约翰·克立斯,特瑞·吉列姆,"['喜剧', '歌舞']",107 分钟,1983,英国, 英语,8.3
866,孝子贤孙伺候着,陈佩斯,王培公,陈佩斯,赵丽蓉,丁嘉丽,['喜剧'],90分钟,1993,中国大陆, 汉语普通话,8.3
867,太太万岁,桑弧,张爱玲,蒋天流,张伐,石挥,"['喜剧', '家庭']",107分钟,1947,中国大陆, 汉语普通话,8.3
868,"沙漠妖姬 The Adventures of Priscilla, Queen of the Desert",斯蒂芬·埃利奥特,斯蒂芬·埃利奥特,雨果·维文,盖·皮尔斯,特伦斯·斯坦普,"['剧情', '喜剧', '同性', '音乐']",104 分钟,1994,澳大利亚 / 英国, 英语 / 菲律宾语,8.3
869,女友的男友 L'Ami de mon amie,埃里克·侯麦,埃里克·侯麦,艾曼纽·肖莱,索菲·雷诺瓦,安妮-劳蕾 默里,"['喜剧', '爱情']",103分钟,1987,法国, 法语,8.3
870,喊山,李彦廷,麻杨扬,侯岩松,宋梓侨,刘玉玺,"['剧情', '喜剧', '动作']",89分钟,2013,中国大陆, 汉语普通话,8.3
871,骗徒臭事多 Dirty Rotten Scoundrels,弗兰克·奥兹,斯坦利·沙皮罗,史蒂夫·马丁,迈克尔·凯恩,格伦妮·海德利,"['喜剧', '犯罪']",110 分钟,1988,美国, 英语,8.3
872,虎度门,舒琪,杜国威,萧芳芳,袁咏仪,李子雄,"['剧情', '喜剧', '家庭']",87 分钟,1996,香港, 粤语,8.3
873,爱与死 Love and Death,伍迪·艾伦,伍迪·艾伦,伍迪·艾伦,黛安·基顿,费奥多尔·阿特金,"['喜剧', '战争']",85 分钟,1975,美国 / 法国, 英语,8.3
874,朦胧的欲望 Cet obscur objet du désir,路易斯·布努埃尔,路易斯·布努埃尔,费尔南多·雷伊,卡洛尔·布盖,安赫拉·莫利纳,"['剧情', '喜剧', '爱情']",102 分钟,1977,法国 / 西班牙, 法语 / 西班牙语,8.3
875,哈洛与慕德 Harold and Maude,哈尔·阿什贝,科林·希金斯,鲁思·戈登,巴德·库特,维维安·皮克尔斯,"['剧情', '喜剧']",91 分钟,1971,美国, 英语,8.3
876,小上校 The Little Colonel,大卫·巴特勒,Anne Fellows Johnston,秀兰·邓波儿,类型:,剧情,"['剧情', '喜剧', '家庭', '犯罪']",80 分钟,1935,美国, 英语,8.3
877,瓦嘉达 وجدة,海法·曼苏尔,海法·曼苏尔,瓦德·穆罕默德,莉姆·阿卜杜拉,阿卜杜拉曼·勾汉尼,"['剧情', '喜剧', '儿童']",97分钟,2012,沙特阿拉伯 / 德国 / 荷兰 / 约旦 / 阿联酋 / 美国, 阿拉伯语,8.3
878,秘密花园 ひみつの花園,矢口史靖,矢口史靖,西田尚美,利重刚,角替和枝,"['喜剧', '犯罪']",85分钟,1997,日本, 日语,8.3
879,雏菊 Sedmikrásky,维拉·希蒂洛娃,维拉·希蒂洛娃,伊特卡·采尔霍娃,伊万娜·卡尔班诺娃,Julius Albert,"['剧情', '喜剧']",74 分钟,1966,捷克斯洛伐克, 捷克语,8.3
880,浮云世事 Kauas pilvet karkaavat,阿基·考里斯马基,阿基·考里斯马基,卡蒂·奥廷宁,卡里·瓦纳宁,叶琳娜·萨罗,"['剧情', '喜剧']",96 分钟,1996,芬兰, 芬兰语,8.3
881,水仙女 Русалка,Anna Melikyan,Anna Melikyan,玛利亚·沙拉耶娃,叶甫盖尼·齐加诺夫,玛利亚·沙拉耶娃,"['剧情', '喜剧', '奇幻']",115 分钟,2007,俄罗斯, 俄语 / 汉语 / 英语,8.3
882,成为朱莉娅 Being Julia,伊斯特凡·萨博,罗纳德·哈伍德,安妮特·贝宁,肖恩·埃文斯,杰瑞米·艾恩斯,"['剧情', '喜剧', '爱情']",104分钟,2004,加拿大 / 匈牙利 / 英国 / 美国, 英语,8.3
883,华尔街之狼 The Wolf of Wall Street,马丁·斯科塞斯,特伦斯·温特,莱昂纳多·迪卡普里奥,乔纳·希尔,玛格特·罗比,"['剧情', '喜剧', '传记', '犯罪']",180分钟,2013,美国, 英语 / 法语,7.8
884,变相怪杰 The Mask,查克·拉塞尔,Mike Werb,金·凯瑞,卡梅隆·迪亚兹,彼得·里格特,"['喜剧', '奇幻']",101分钟,1994,美国, 英语 / 瑞典语,7.8
885,马达加斯加 Madagascar,埃里克·达尼尔,马克·伯顿,本·斯蒂勒,克里斯·洛克,大卫·休默,"['喜剧', '动画', '家庭', '冒险']",86 分钟,2005,美国, 英语 / 葡萄牙语 / 西班牙语 / 德语 / 法语,7.8
886,实习生 The Intern,南希·迈耶斯,南希·迈耶斯,罗伯特·德尼罗,安妮·海瑟薇,蕾妮·罗素,['喜剧'],121分钟,2015,美国, 英语,7.8
887,隐秘而伟大 은밀하게 위대하게,张哲洙,尹洪基,金秀贤,李玹雨,朴基雄,"['喜剧', '动作']",124分钟,2013,韩国, 韩语,7.8
888,大腕,冯小刚,石康,葛优,关之琳,英达,['喜剧'],100分钟,2001,中国大陆 / 香港, 汉语普通话 / 英语,7.8
889,鹿鼎记2：神龙教 鹿鼎記II 神龍教,王晶,王晶,周星驰,邱淑贞,林青霞,"['喜剧', '动作', '武侠', '古装']",102分钟,1992,香港, 粤语,7.8
890,赛车总动员 Cars,约翰·拉塞特,约翰·拉塞特,欧文·威尔逊,保罗·纽曼,邦尼·亨特,"['喜剧', '动画', '冒险']",117分钟,2006,美国, 英语 / 意大利语 / 日语 / 依地语,7.8
891,不见不散,冯小刚,顾晓阳,葛优,徐帆,类型:,"['喜剧', '爱情']",103分钟,1998,中国大陆, 汉语普通话 / 英语,7.8
892,超级大坏蛋 Megamind,汤姆·麦格拉思,艾伦·J·斯库尔克拉夫特,威尔·法瑞尔,乔纳·希尔,布拉德·皮特,"['喜剧', '动作', '动画']",95分钟,2010,美国, 英语,7.8
893,小鬼当家2 Home Alone 2: Lost in New York,克里斯·哥伦布,约翰·休斯,麦考利·卡尔金,乔·佩西,丹尼尔·斯特恩,['喜剧'],120分钟,1992,美国, 英语,7.8
894,超市夜未眠 Cashback,西恩·埃利斯,西恩·埃利斯,肖恩·比格斯代夫,艾米莉娅·福克斯,迈克尔·迪克森,"['剧情', '喜剧', '爱情']",102 分钟,2006,英国, 英语 / 西班牙语,7.8
895,笑林小子,朱延平,叶云樵,林志颖,郝劭文,释小龙,['喜剧'],87分钟,1994,香港 / 台湾, 汉语普通话,7.8
896,方世玉,元奎,刘镇伟,李连杰,萧芳芳,陈松勇,"['喜剧', '动作', '武侠', '古装']",100 分钟,1993,香港, 粤语,7.8
897,我家买了动物园 We Bought a Zoo,卡梅伦·克罗,艾莲·布洛什·麦肯纳,马特·达蒙,斯嘉丽·约翰逊,托马斯·哈登·丘奇,"['剧情', '喜剧', '家庭']",124分钟,2011,美国, 英语,7.8
898,电子情书 You've Got Mail,诺拉·艾芙隆,迪莉娅·艾芙隆,汤姆·汉克斯,梅格·瑞恩,凯蒂·萨戈纳,"['喜剧', '爱情']",119分钟,1998,美国, 英语,7.8
899,A计划 A計劃,成龙,邓景生,成龙,洪金宝,元彪,"['喜剧', '动作']",105分钟,1983,香港, 粤语,7.8
900,瑞士军刀男 Swiss Army Man,丹·关,丹·关,保罗·达诺,丹尼尔·雷德克里夫,玛丽·伊丽莎白·温斯特德,"['喜剧', '奇幻', '冒险']",97分钟,2016,美国, 英语,7.8
901,虫虫危机 A Bug's Life,约翰·拉塞特,安德鲁·斯坦顿,大卫·弗利,凯文·史派西,茱莉亚·路易斯-德瑞弗斯,"['喜剧', '动画', '冒险']",95 分钟,1998,美国, 英语,7.8
902,警察故事,成龙,邓景生,成龙,林青霞,张曼玉,"['喜剧', '动作', '惊悚', '犯罪']",101 分钟,1985,香港, 粤语,7.8
903,别有洞天 Holes,安德鲁·戴维斯,路易斯·萨查尔,希亚·拉博夫,西格妮·韦弗,强·沃特,"['剧情', '喜剧', '爱情', '悬疑', '家庭', '西部', '冒险']",117 分钟,2003,美国, 英语,7.6
