,a,c,e,g,i,k,l,m,n,o,p,q
386,当你熟睡 Mientras duermes,豪梅·巴拉格罗,阿尔贝托·马里尼,路易斯·托萨尔,玛尔塔·埃图拉,阿尔维托·圣胡安,"['悬疑', '惊悚']",102分钟,2011,西班牙, 西班牙语,7.3
387,来自地狱 From Hell,艾尔伯特·休斯,特里·海斯,约翰尼·德普,海瑟·格拉汉姆,伊安·霍姆,"['悬疑', '惊悚', '恐怖', '犯罪']",122 分钟,2001,美国, 英语,7.3
388,时空罪恶 Los cronocrímenes,那奇欧·维加隆多,那奇欧·维加隆多,卡拉·埃莱哈尔德,Candela Fernández,巴巴拉·戈纳加,"['剧情', '科幻', '悬疑', '惊悚']",92 分钟,2007,西班牙, 西班牙语,7.3
389,预告犯 予告犯,中村义洋,林民夫,生田斗真,户田惠梨香,铃木亮平,['悬疑'],119分钟(日本),2015,日本, 日语,7.3
390,八毫米 8MM,乔·舒马赫,安德鲁·凯文·沃克,尼古拉斯·凯奇,杰昆·菲尼克斯,詹姆斯·甘多菲尼,"['悬疑', '惊悚', '犯罪']",123 分钟,1999,美国 / 德国, 英语,7.3
391,迷幻公园 Paranoid Park,格斯·范·桑特,格斯·范·桑特,盖博·纳文斯,劳伦·麦克金妮,泰勒·摩森,"['剧情', '悬疑', '犯罪']",85 分钟,2007,法国 / 美国, 英语,7.3
392,谁能杀死孩子？ ¿Quién puede matar a un niño?,纳西索·伊班内兹·塞拉多尔,Juan José Plans,Lewis Fiander,普鲁内拉·兰塞姆,类型:,"['悬疑', '惊悚', '恐怖']",Argentina: 107 分钟(Mar del Plata Film Festival),1976,西班牙, 英语 / 西班牙语,7.1
393,姐妹情仇 Sisters,布莱恩·德·帕尔玛,布莱恩·德·帕尔玛,玛戈·基德,詹妮弗·绍特,查尔斯·德恩,"['悬疑', '惊悚', '恐怖']",93 分钟,1973,美国, 英语 / 法语,7.1
394,人约黄昏,陈逸飞,吴思远,张锦秋,梁家辉,高雄,"['爱情', '悬疑']",98分钟,1996,中国大陆 / 香港, 汉语普通话 / 粤语,7.1
395,谍海军魂 No Way Out,罗杰·唐纳森,Robert Garland,凯文·科斯特纳,吉恩·哈克曼,肖恩·杨,"['剧情', '动作', '悬疑', '惊悚']",114 分钟,1987,美国, 英语 / 俄语,7.1
396,黑色电影 Film Noir,D. Jud Jones,D. Jud Jones,Mark Keller,Bettina Devin,Kristina Negrete,"['动画', '悬疑', '犯罪']",USA: 97 分钟,2007,美国 / 塞尔维亚, 英语,7.1
397,甜美爱丽丝 Communion,Alfred Sole,Rosemary Ritvo,Paula E. Sheppard,琳达·米勒,波姬·小丝,"['悬疑', '惊悚', '恐怖']",98 分钟,1976,美国, 英语,7.1
398,"死亡真相 On the Other Hand, Death",Ron Oliver,Gillian Horvath,查德·艾伦,塞巴斯蒂安·斯宾赛,玛戈·基德,"['剧情', '悬疑', '犯罪']",85分钟,2008,加拿大 / 美国, 英语,7.1
399,世纪末暑假 1999年の夏休み,金子修介,萩尾望都,宮島依里,大寶智子,中野みゆき,"['剧情', '爱情', '悬疑', '奇幻']",90 分钟,1988,日本, 日语,7.1
400,阴谋破坏 Sabotage,阿尔弗雷德·希区柯克,查尔斯·贝内特,西尔维娅·西德尼,奥斯卡·霍莫尔卡,Desmond Tester,"['悬疑', '惊悚']",76 分钟,1936,英国, 英语,7.1
401,影与雾 Shadows and Fog,伍迪·艾伦,伍迪·艾伦,伍迪·艾伦,米亚·法罗,约翰·马尔科维奇,"['剧情', '喜剧', '悬疑']",85 分钟,1991,美国, 英语,7.1
402,康沃尔谜案 Poirot: The Cornish Mystery,爱德华·本内特,克里夫·埃克斯顿,大卫·苏切,菲利普·杰克森,类型:,"['悬疑', '犯罪']",50分钟,1990,英国, 英语,7.1
403,黑衣新娘 La mariée était en noir,弗朗索瓦·特吕弗,弗朗索瓦·特吕弗,让娜·莫罗,米歇尔·布凯,让-克洛德·布里亚利,"['剧情', '悬疑', '犯罪']",107 分钟,1968,法国 / 意大利, 法语,7.1
404,旅鼠 Lemming,Dominik Moll,多米尼克·摩尔,洛朗·吕卡,夏洛特·甘斯布,夏洛特·兰普林,"['剧情', '悬疑', '惊悚']",129 分钟,2005,法国, 法语,7.1
405,情杀案中案 Vivement dimanche!,弗朗索瓦·特吕弗,弗朗索瓦·特吕弗,芬妮·阿尔丹,让-路易·特兰蒂尼昂,琼-皮尔里·卡尔弗恩,"['喜剧', '悬疑', '惊悚', '犯罪']",110 分钟,1983,法国, 法语,7.1
406,血与黑蕾丝 Sei donne per l'assassino,马里奥·巴瓦,马尔切洛·丰达托,卡梅隆·米切尔,伊娃·巴尔托克,托马斯·赖纳,"['悬疑', '惊悚', '恐怖']",88 分钟,1964,意大利 / 法国 / 摩纳哥, 意大利语,7.1
407,铁狱魔难 Brokedown Palace,乔纳森·卡普兰,Adam Fields,克莱尔·丹妮丝,凯特·贝金赛尔,比尔·普尔曼,"['剧情', '悬疑']",100 分钟,1999,美国, 英语 / 泰语,7.1
408,七宗罪孽的救赎 Sven Khoon Maaf,Vishal Bhardwaj,Vishal Bhardwaj,佩丽冉卡·曹帕拉,尼尔·尼汀·穆科什,约翰·亚伯拉罕,"['剧情', '悬疑']",148分钟,2011,印度, 北印度语 / 英语,7.1
409,神探夏洛克：可恶的新娘 Sherlock: The Abominable Bride,道格拉斯·麦金农,马克·加蒂斯,本尼迪克特·康伯巴奇,马丁·弗瑞曼,尤娜·斯塔布斯,"['剧情', '悬疑', '犯罪']",90分钟,2016,英国, 英语,7.0
410,神秘代码 Knowing,亚历克斯·普罗亚斯,Ryne Douglas Pearson,尼古拉斯·凯奇,钱德勒·坎特布瑞,萝丝·拜恩,"['剧情', '科幻', '悬疑', '惊悚', '灾难']",121 分钟,2009,美国 / 英国 / 澳大利亚, 英语,6.7
411,心慌方2：超立方体 Cube 2: Hypercube,安德列·塞库拉,希恩·胡德,卡瑞·玛切特,格兰特·维恩·戴维斯,Grace Lynn Kung,"['科幻', '悬疑', '惊悚', '恐怖']",94分钟,2002,加拿大, 英语,6.7
412,人皮客栈 Hostel,伊莱·罗斯,伊莱·罗斯,杰伊·埃尔南德斯,德里克·理查德森,Eythor Gudjonsson,"['悬疑', '惊悚', '恐怖']",94 分钟,2005,美国, 英语 / 捷克语 / 德语 / 荷兰语 / 斯洛伐克语 / 日语 / 冰岛语 / 俄语 / 西班牙语,6.7
413,忌日快乐2 Happy Death Day 2U,克里斯托弗·兰登,克里斯托弗·兰登,杰西卡·罗德,伊瑟尔·布罗萨德,露比·莫迪恩,"['悬疑', '惊悚', '恐怖']",100分钟,2019,美国, 英语,6.7
414,深度谜案 The Oxford Murders,阿莱克斯·德·拉·伊格莱西亚,阿莱克斯·德·拉·伊格莱西亚,伊莱贾·伍德,约翰·赫特,蕾欧诺·瓦特林,"['悬疑', '惊悚', '犯罪']",108分钟,2008,西班牙 / 英国 / 法国, 英语,6.7
415,死亡录像2 [Rec] ²,豪梅·巴拉格罗,豪梅·巴拉格罗,Ferrán Terraza,曼努埃拉·贝拉斯科,Pablo Rosso,"['悬疑', '惊悚', '恐怖']",85分钟,2009,西班牙, 西班牙语,6.7
416,圣鹿之死 The Killing of a Sacred Deer,欧格斯·兰斯莫斯,欧格斯·兰斯莫斯,妮可·基德曼,科林·法瑞尔,艾丽西亚·希尔维斯通,"['剧情', '悬疑', '惊悚']",121分钟,2017,英国 / 爱尔兰 / 美国, 英语,6.7
417,极限空间 La habitación de Fermat,路易斯·佩德拉希塔,路易斯·佩德拉希塔,阿雷胡·苏拉斯,伊莲娜·巴雷斯特罗斯,路易斯·奥马,"['悬疑', '惊悚']",89分钟,2007,西班牙, 西班牙语,6.7
418,怪形前传 The Thing,Matthijs van Heijningen Jr.,罗纳德·D·摩尔,玛丽·伊丽莎白·温斯特德,乔尔·埃哲顿,Adewale Akinnuoye-Agbaje,"['科幻', '悬疑', '惊悚', '恐怖']",102分钟,2011,美国 / 加拿大, 英语,6.7
419,不请自来 The Uninvited,查尔斯·瓜德,克雷格·罗森伯格,艾米莉·布朗宁,阿莉尔·凯贝尔,大卫·斯特雷泽恩,"['剧情', '悬疑', '恐怖']",87 分钟,2009,美国 / 加拿大 / 德国, 英语,6.7
420,不死劫 Unbreakable,M·奈特·沙马兰,M·奈特·沙马兰,布鲁斯·威利斯,塞缪尔·杰克逊,罗宾·怀特,"['悬疑', '惊悚', '犯罪']",106分钟,2000,美国, 英语,6.7
421,暗夜逐仇 Run All Night,佐米·希尔拉,布拉德·英格尔斯比,连姆·尼森,乔尔·金纳曼,珍尼希斯·罗德里格兹,"['剧情', '动作', '悬疑', '惊悚', '犯罪']",114分钟,2015,美国, 英语,6.7
422,所有美好的东西 All Good Things,安德鲁·杰瑞克奇,安德鲁·杰瑞克奇,瑞恩·高斯林,克斯汀·邓斯特,克里斯汀·韦格,"['剧情', '悬疑', '惊悚']",101 分钟,2010,美国, 英语,6.7
423,人山人海,蔡尚君,顾小白,陈建斌,陶虹,吴秀波,"['剧情', '悬疑', '犯罪']",91分钟,2011,中国大陆, 汉语普通话 / 贵州话,6.7
424,墓地邂逅 Grave Encounters,The Vicious Brothers,The Vicious Brothers,麦肯锡·葛雷,胡安·雷丁格尔,默温·蒙德瑟,"['悬疑', '恐怖']",92分钟,2011,加拿大, 英语,6.7
425,潘金莲之前世今生 潘金蓮之前世今生,罗卓瑶,李碧华,王祖贤,林俊贤,曾志伟,"['剧情', '悬疑', '奇幻']",91分钟,1989,香港, 粤语,6.7
426,罪途3之正义规则,马小刚,海分形,韩朴俊,朱颜曼滋,何索,"['剧情', '悬疑', '犯罪']",61分钟,2018,中国大陆, 汉语普通话,6.7
427,预言 Premonition,Mennan Yapo,Bill Kelly,桑德拉·布洛克,朱利安·麦克马洪,肖恩·麦克卢,"['剧情', '悬疑', '惊悚', '奇幻']",96 分钟,2007,美国, 英语,6.7
428,果戈里·恶灵 Гоголь. Вий,埃格尔·巴拉诺夫,阿列克谢·丘波夫,亚历山大·佩特罗夫,欧列格·缅希科夫,谢尔盖·巴杜克,"['悬疑', '惊悚', '冒险']",100分钟,2018,俄罗斯, 俄语,6.5
429,夜雾杀机 The Fog,约翰·卡朋特,约翰·卡朋特,阿德里安娜·巴比欧,杰米·李·柯蒂斯,珍妮特·利,"['悬疑', '恐怖']",89 分钟,1980,美国, 英语,6.5
430,朋友游戏 真人版上 トモダチゲーム　劇場版,永江二朗,永江二朗,吉泽亮,内田理央,山田裕贵,"['剧情', '悬疑']",97分钟,2017,日本, 日语,6.5
431,间谍 Secret Agent,阿尔弗雷德·希区柯克,查尔斯·贝内特,约翰·吉尔古德,彼得·洛,玛德琳·卡洛,"['剧情', '喜剧', '爱情', '悬疑', '惊悚']",86 分钟,1936,英国, 英语 / 德语,6.5
432,东陵大盗,李云东,苏金星,孙飞虎,薄贯君,傅崇诚,"['剧情', '悬疑', '历史']",87分钟,1986,中国大陆, 汉语普通话,6.5
433,大天使 Archangel,Jon Jones,罗伯特·哈里斯,丹尼尔·克雷格,类型:,剧情,"['剧情', '悬疑', '惊悚']",123分钟,2005,英国 / Russian, 英语 / 俄语,6.5
434,妖术 요술,具惠善,具惠善,徐贤贞,金正旭,林智奎,"['悬疑', '惊悚']",95分钟,2010,韩国, 韩语,6.5
435,魔鬼双瞳 Two Evil Eyes,乔治·A·罗梅罗,埃德加·爱伦·坡 ,阿德里安娜·巴比欧,Ramy Zada,Bingo O'Malley,"['悬疑', '惊悚', '恐怖', '奇幻']",120 分钟,1990,意大利 / 美国, 英语,6.5
436,小子成熟时 Boys,斯泰西·科克伦,詹姆斯·索尔特,薇诺娜·瑞德,卢卡斯·哈斯,约翰·C·赖利,"['剧情', '爱情', '悬疑']",86 分钟,1996,美国, 英语 / 西班牙语,6.5
437,杀了我,罗至中,张廉,林子闳,孟耿如,唐振刚,"['爱情', '悬疑']",90分钟,2016,中国大陆, 汉语普通话,6.5
438,鬼追人 Phantasm,唐·柯斯卡莱利,唐·柯斯卡莱利,A. Michael Baldwin,Bill Thornbury,Reggie Bannister,"['科幻', '悬疑', '恐怖', '奇幻']",88 分钟,1979,美国, 英语,6.5
439,嫌疑人X的献身,苏有朋,李佳颖,王凯,张鲁一,林心如,"['剧情', '悬疑', '犯罪']",112分钟,2017,中国大陆, 汉语普通话,6.4
440,万有引力,赵天宇,赵天宇,文章,白百何,郭涛,"['剧情', '喜剧', '爱情', '悬疑']",97分钟,2011,中国大陆 / 香港, 汉语普通话,6.4
441,电梯里的恶魔 Devil,John Erick Dowdle,M·奈特·沙马兰,克里斯·梅西纳,罗根·马歇尔-格林,珍妮·奥哈拉,"['悬疑', '惊悚', '恐怖']",80 分钟,2010,美国, 英语,6.4
442,超级八 Super 8,J·J·艾布拉姆斯,J·J·艾布拉姆斯,乔尔·考特尼,艾丽·范宁,凯尔·钱德勒,"['科幻', '悬疑', '惊悚', '儿童']",112分钟,2011,美国, 英语,6.4
443,幻体：续命游戏 Self/less,塔西姆·辛,大卫·帕斯特尔,瑞恩·雷诺兹,本·金斯利,马修·古迪,"['科幻', '悬疑', '惊悚']",117分钟,2015,美国, 英语,6.4
444,考死：血之期中考试 고사 : 피의 중간고사,尹鸿承,尹鸿承,李凡秀,南奎丽,金汎,"['悬疑', '惊悚', '恐怖']",85分钟,2008,韩国, 韩语,6.4
445,通灵神探 Solace,阿方索·博亚尔特,肖恩·拜利,安东尼·霍普金斯,科林·法瑞尔,杰弗里·迪恩·摩根,"['科幻', '悬疑', '惊悚', '犯罪']",100分钟(中国大陆),2015,美国, 英语,6.4
446,它在身后 It Follows,大卫·罗伯特·米切尔,大卫·罗伯特·米切尔,麦卡·梦露,凯尔·吉克瑞斯特,丹尼尔·祖瓦图,"['悬疑', '恐怖']",100分钟,2014,美国, 英语,6.4
447,幽灵人间,许鞍华,邝文伟,陈奕迅,舒淇,李灿森,"['悬疑', '恐怖', '奇幻']",Japan: 98 分钟,2001,香港, 粤语,6.1
448,史酷比 Scooby-Doo,拉加·高斯内尔,詹姆斯·古恩,小弗雷迪·普林兹,莎拉·米歇尔·盖拉,马修·里沃德,"['喜剧', '悬疑', '家庭', '冒险']",Argentina: 88 分钟,2002,美国 / 澳大利亚, 英语,6.1
449,五路追杀令2：刺客舞会 Smokin' Aces 2: Assassins' Ball,P.J. Pesce,Joe Carnahan,汤姆·贝伦杰,克莱恩·克劳福德,汤米·弗拉纳根,"['喜剧', '动作', '悬疑', '惊悚', '犯罪']",86 分钟,2010,美国 / 加拿大, 英语,6.1
450,灵异拼图 The Forgotten,约瑟夫·鲁本,Gerald Di Pego,朱丽安·摩尔,安东尼·爱德华兹,莱纳斯·罗彻,"['剧情', '科幻', '悬疑', '惊悚']",91分钟,2004,美国, 英语,6.1
451,美国怪谈 An American Haunting,科特尼·所罗门,科特尼·所罗门,唐纳德·萨瑟兰,茜茜·斯派塞克,詹姆斯·达西,"['悬疑', '惊悚', '恐怖']",83 分钟,2005,英国 / 加拿大 / 罗马尼亚 / 美国, 英语,6.1
452,稀人,清水崇,小中千昭,冢本晋也,Kazuhiro Nakahara,Shun Sugata,"['剧情', '悬疑', '恐怖', '奇幻']",92分钟,2004,日本, 日语,6.1
453,中毒(美版) Possession,乔尔·贝格沃尔,Michael Petroni,莎拉·米歇尔·盖拉,李·佩斯,迈克尔·兰德斯,"['剧情', '爱情', '悬疑', '惊悚']",85分钟,2009,美国, 英语,6.1
454,柏林综合症 Berlin Syndrome,凯特·休特兰,肖恩·格兰特,泰莉莎·帕尔墨,马克思·雷迈特,马蒂亚斯·哈比希,"['剧情', '悬疑', '惊悚']",116分钟,2017,澳大利亚, 英语 / 德语 / 俄语,6.1
455,真实故事 True Story,鲁伯特·古尔德,鲁伯特·古尔德,乔纳·希尔,詹姆斯·弗兰科,菲丽希缇·琼斯,"['剧情', '悬疑', '犯罪']",99分钟,2015,美国, 英语,6.1
456,鬼屋 The Haunted Mansion,罗伯·明可夫,大卫·贝瑞堡,艾迪·墨菲,特伦斯·斯坦普,内森奈尔·帕克,"['喜剧', '悬疑', '惊悚', '家庭', '奇幻']",99分钟,2003,美国, 英语,6.1
457,危险辩护 Closed Circuit,约翰·克劳利,斯蒂文·奈特,艾瑞克·巴纳,丽贝卡·豪尔,塞伦·希德,"['悬疑', '惊悚', '犯罪']",96分钟,2013,英国 / 美国, 英语,6.1
458,活鬼胎 เฮี้ยน The Mother,Bhandit Thongdee,Bhandit Thongdee,Aranya Namwong,Inthira Charoenpura,类型:,"['悬疑', '惊悚', '恐怖']",104分钟,2003,Tanzania / 泰国, 泰语,6.1
459,回溯 Backtrack,迈克尔·彼得罗尼,迈克尔·彼得罗尼,艾德里安·布洛迪,山姆·尼尔,罗宾·麦克丽薇,"['悬疑', '惊悚']",90分钟,2015,澳大利亚, 英语,6.1
460,宠物坟场 Pet Sematary,凯文·库尔施,斯蒂芬·金,杰森·克拉克,艾米·西米茨,约翰·利思戈,"['悬疑', '惊悚', '恐怖']",101分钟,2019,美国, 英语,6.1
461,阿加莎与谋杀的真谛 Agatha and the Truth of Murder,特里·隆,汤姆·多尔顿,迪恩·安德鲁斯,露丝·布莱德利,碧碧·凯芙,"['悬疑', '犯罪']",92分钟,2018,英国, 英语,6.1
462,韩半岛 한반도,康佑硕,车仁表,车仁表,安圣基,文成根,"['剧情', '悬疑', '惊悚']",147分钟,2006,韩国, 日语 / 韩语,6.1
463,侯门之险 The Making of a Lady,理查德·柯森·史密斯,弗朗西丝·霍奇森·伯内特,莉迪亚·威尔逊,玛姬·福克斯,莎拉·里奇韦,"['剧情', '悬疑']",95分钟,2012,英国, 英语,5.6
464,死亡照相术 Imago Mortis,Stefano Bessoni,斯特法诺·贝索尼,Geraldine Chaplin,Oona Chaplin,Alberto Amarilla,"['悬疑', '惊悚', '恐怖']",97分钟,2009,意大利 / 西班牙 / 爱尔兰, 英语,5.6
465,湖边杀人事件 レイクサイド マーダーケース,青山真治,青山真治,役所广司,丰川悦司,药师丸博子,['悬疑'],118分钟,2004,日本, 日语,5.6
466,琉璃庭院 유리정원,申秀媛,申秀媛,文根英,金太勋,徐泰和,"['剧情', '悬疑']",116分钟,2017,韩国, 韩语,5.6
467,孩子 The Children,汤姆·森兰,保罗·安德鲁·威廉姆斯,伊娃·柏西斯托,斯蒂芬·坎贝尔·莫尔,杰瑞米·席菲德,"['悬疑', '惊悚', '恐怖']",84 分钟,2008,英国, 英语,5.6
468,遭难者们 조난자들,卢营奭,卢营奭,吴泰景,崔武成,全锡浩,"['喜剧', '悬疑', '惊悚']",99分钟,2013,韩国, 韩语,5.6
469,当树枝折断时 When the Bough Breaks,强·卡萨,杰克·奥尔森,摩里斯·切斯塔特,雷吉娜·赫尔,罗曼尼·马尔可,"['剧情', '悬疑', '惊悚', '恐怖']",107分钟,2016,美国, 英语,5.6
470,雾人 Reeker,Dave Payne,Devon Gummersall,Devon Gummersall,Tina Illman,Derek Richardson,"['悬疑', '恐怖']",90 分钟,2005,美国, 英语,5.6
471,醉后一夜,曾国祥,张优优,余文乐,张静初,周俊伟,"['喜剧', '爱情', '悬疑']",96分钟,2012,中国大陆 / 香港, 汉语普通话,5.5
472,马克思·佩恩 Max Payne,约翰·摩尔,博·索恩,马克·沃尔伯格,米拉·库尼斯,博·布里奇斯,"['剧情', '动作', '悬疑', '惊悚', '犯罪']",100 分钟,2008,美国 / 加拿大, 英语 / 西班牙语 / 俄语,5.5
473,回溯迷踪 Regresión,亚历杭德罗·阿梅纳瓦尔,亚历杭德罗·阿梅纳瓦尔,伊桑·霍克,艾玛·沃森,大卫·休里斯,"['剧情', '悬疑', '犯罪']",106分钟,2015,西班牙 / 加拿大 / 美国, 英语,5.5
474,消失在第七街 Vanishing on 7th Street,布拉德·安德森,Anthony Jaswinski,约翰·雷吉扎莫,海登·克里斯滕森,坦迪·牛顿,"['悬疑', '惊悚', '恐怖']",92分钟,2010,美国, 英语,5.5
475,婴灵恶泣 The Unborn,大卫·S·高耶,大卫·S·高耶,奥黛塔·安纳布尔,加里·奥德曼,凯姆·吉甘戴,"['悬疑', '惊悚', '恐怖']",88 分钟,2009,美国, 英语 / 希伯来语,5.5
476,拉普拉斯的魔女 ラプラスの魔女,三池崇史,八津弘幸,樱井翔,广濑铃,福士苍汰,"['剧情', '悬疑']",115分钟,2018,日本, 日语,5.5
477,屠夫小姐 미스 푸줏간,纪吉雄,崔元,金民俊,徐英,孙钟学,"['悬疑', '惊悚', '犯罪']",94分钟,2017,韩国, 韩语,5.5
478,推理笔记,张天辉,张天辉,陈都灵,林柏宏,汪铎,"['剧情', '悬疑']",90分钟,2017,中国大陆, 汉语普通话,4.4
479,心战 第6誡,陈翊恒,陈翊恒,任达华,黄德斌,廖启智,"['悬疑', '惊悚', '犯罪']",85分钟(中国大陆),2012,香港, 粤语 / 汉语普通话,4.4
480,魅妆,陈健,邱苏滨,应采儿,张铎,王子子,"['悬疑', '惊悚']",100分钟,2012,中国大陆, 汉语普通话,4.4
481,老九门番外之恒河杀树,林楠,南派三叔,王美人,类型:,悬疑,"['悬疑', '奇幻']",81分钟,2016,中国大陆, 汉语普通话,4.4
482,杀无赦III背水一战,托尼·蒂尔斯,郑东影,蓝正龙,邓家佳,萨姆·海登·史密斯,"['悬疑', '犯罪']",70分钟,2018,中国大陆, 汉语普通话,4.4
483,我们 アタシラ。,ヨリコ ジュン,ヨリコ ジュン,森野美咲,根本正勝,类型:,"['悬疑', '情色']",106分钟,2017,日本, 日语,4.4
484,安娜华特的离奇命运 The Offering,唐永健,唐永健,马修·塞特尔,伊丽莎白·瑞丝,Pamelyn Chee,"['剧情', '悬疑', '恐怖']",95分钟,2016,美国, 英语,4.4
485,福尔摩斯与华生 Holmes and Watson,伊坦·柯亨,伊坦·柯亨,威尔·法瑞尔,约翰·C·赖利,丽贝卡·豪尔,"['喜剧', '悬疑', '犯罪']",90分钟,2018,美国, 英语,4.4
486,不怕贼惦记,许传海,许传海,吴刚,岳秀清,张馨予,"['剧情', '喜剧', '悬疑']",90分钟,2011,中国大陆, 汉语普通话,4.3
487,来历不明,陈楚童,陈楚童,陈楚童,蒋梦婕,王往,"['科幻', '悬疑']",95分钟,2013,中国大陆, 汉语普通话,4.3
488,惊心食人族3 Jeepers Creepers 3: Cathedral,维克多·萨尔瓦,维克多·萨尔瓦,梅格·福斯特,吉娜·菲利普斯,乔纳森·布瑞克,"['悬疑', '惊悚', '恐怖']",85分钟,2017,美国, 英语,4.3
489,怪兽,戴金垸,戴金垸,杨苏,郑铭,韩彦博,"['科幻', '悬疑']",86分钟,2018,中国大陆, 汉语普通话,4.3
490,血十三,李聆聪,胡涂,黄璐,谢钢,钱波,"['剧情', '悬疑', '犯罪']",99分钟,2018,中国大陆, 汉语普通话,4.3
